A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
08-01-2024,1,2,19,NILOUFER TEA,150,114,DRY FRUIT PREMIUM,725,262,PANNER PIZZA,320,82,EGGLESS CHOCOCHIP CAKE,410,26
08-01-2024,1,2,20,NILOUFER TEA,150,89,CHOCO ROCKS,320,155,MUSHROOM WRAP,450,75,EGGLESS CHOCO TRUFFLE CAKE,520,10
08-01-2024,1,2,21,NILOUFER TEA,150,128,GHEE BUN,80,210,MASALA FRIES,250,113,EGGLESS RASMALAI CAKE,620,16
08-01-2024,1,2,22,NILOUFER TEA,150,126,DUM KA ROAT,600,170,SWEET CORN,20,68,TIRAMISU PASTRY,160.9,19
08-01-2024,1,2,23,NILOUFER TEA,150,80,ATTA BISCUIT,180,183,VADA PAV,180,149,SWISS ROCHER PASTRY,159,12
08-01-2024,1,2,24,NILOUFER TEA,150,118,GHEE ALMOND,220,140,POPCORN,25,114,CHEESE CAKE,480,28
09-01-2024,1,3,1,NILOUFER TEA,150,85,OSMANIA CLASSIC,60,129,VEG PUFF,59,130,VANILLA CAKE,169,15
09-01-2024,1,3,2,NILOUFER TEA,150,81,OSMANIA PREMIUM,450,145,PANEER PUFF,69,60,BUTTERSCOCH CAKE,159,16
09-01-2024,1,3,3,NILOUFER TEA,150,118,BUTTER ALMOND,140,131,EGG PUFF,70,123,DRY FRUITS CAKE,220,22
09-01-2024,1,3,4,NILOUFER TEA,150,61,DRY FRUIT,140,270,ALOO SAMOSA,45,98,STRAWBERRY CAKE,250,25
09-01-2024,1,3,5,NILOUFER TEA,150,65,CHOCOCHIP,100,253,MASKA BUN,100,96,PINEAPPLE CAKE,111,15
09-01-2024,1,3,6,NILOUFER TEA,150,51,DOUBLE CHOCOCHIP,120,293,MALAI BUN,180,74,RASMALAI CAKE,250,15
09-01-2024,1,3,7,NILOUFER TEA,150,107,FRUIT BISCUIT,180,204,SANDWICH,120,137,CHOCLATE CAKE,320,25
09-01-2024,1,3,8,NILOUFER TEA,150,66,SALT BISCUIT,140,241,VEG HALEEM,320,127,CHOCO CHIPS CAKES,320,19
09-01-2024,1,3,9,NILOUFER TEA,150,104,MELTING COOKIES,200,119,ONION SAMOSA,50,90,ALMONDS CAKE,230,15
09-01-2024,1,3,10,NILOUFER TEA,150,128,ALMOND STICKS,400,233,FRENCHFRIES,250,123,BLUEBERRY CAKE,480,27
09-01-2024,1,3,11,NILOUFER TEA,150,86,MULTIGRAIN BISCUIT,210,159,CLASSIC PIZZA - S,100,121,RED VELVET PASTRY,111,17
09-01-2024,1,3,12,NILOUFER TEA,150,61,OATS BISCUIT,125,103,BURGER,165,141,BELGIUM CHOCLATE PASTRY,159,11
09-01-2024,1,3,13,NILOUFER TEA,150,51,RAGI BISCUIT,230,209,BUTTER CAKE,89,133,BLACK FOREST PASTRY,111,21
09-01-2024,1,3,14,NILOUFER TEA,150,71,COCONUT BISCUIT,150,197,BURGUR BUN,170,123,BRAZILIAN COFFEE PASTRY,159,19
09-01-2024,1,3,15,NILOUFER TEA,150,64,FRUIT PREMIUM,500,270,VEG ROLL,45,71,OPERA PASTRY,169.9,16
09-01-2024,1,3,16,NILOUFER TEA,150,68,PALMIERS,170,145,ALOO PARATHA,280,67,ENGLISH FRUIT CUSTURD,193,22
09-01-2024,1,3,17,NILOUFER TEA,150,118,CHOCOCHIP OSMANIA,165,204,PAV BAJI,69,133,PREMIUM BUTTERSCOCH,159,22
09-01-2024,1,3,18,NILOUFER TEA,150,60,PLAIN KHARI,175,114,VEG STICKS,220,139,EGGLESS BUTTERSCOCH,360,11
09-01-2024,1,3,19,NILOUFER TEA,150,51,DRY FRUIT PREMIUM,725,132,PANNER PIZZA,320,64,EGGLESS CHOCOCHIP CAKE,410,26
09-01-2024,1,3,20,NILOUFER TEA,150,128,CHOCO ROCKS,320,197,MUSHROOM WRAP,450,144,EGGLESS CHOCO TRUFFLE CAKE,520,11
09-01-2024,1,3,21,NILOUFER TEA,150,124,GHEE BUN,80,241,MASALA FRIES,250,108,EGGLESS RASMALAI CAKE,620,24
09-01-2024,1,3,22,NILOUFER TEA,150,124,DUM KA ROAT,600,110,SWEET CORN,20,84,TIRAMISU PASTRY,160.9,17
09-01-2024,1,3,23,NILOUFER TEA,150,67,ATTA BISCUIT,180,111,VADA PAV,180,127,SWISS ROCHER PASTRY,159,10
09-01-2024,1,3,24,NILOUFER TEA,150,109,GHEE ALMOND,220,270,POPCORN,25,92,CHEESE CAKE,480,24
10-01-2024,1,4,1,NILOUFER TEA,150,78,OSMANIA CLASSIC,60,276,VEG PUFF,59,122,VANILLA CAKE,169,22
10-01-2024,1,4,2,NILOUFER TEA,150,111,OSMANIA PREMIUM,450,215,PANEER PUFF,69,97,BUTTERSCOCH CAKE,159,20
10-01-2024,1,4,3,NILOUFER TEA,150,115,BUTTER ALMOND,140,160,EGG PUFF,70,108,DRY FRUITS CAKE,220,13
10-01-2024,1,4,4,NILOUFER TEA,150,80,DRY FRUIT,140,274,ALOO SAMOSA,45,111,STRAWBERRY CAKE,250,20
10-01-2024,1,4,5,NILOUFER TEA,150,106,CHOCOCHIP,100,106,MASKA BUN,100,125,PINEAPPLE CAKE,111,25
10-01-2024,1,4,6,NILOUFER TEA,150,52,DOUBLE CHOCOCHIP,120,120,MALAI BUN,180,145,RASMALAI CAKE,250,14
10-01-2024,1,4,7,NILOUFER TEA,150,121,FRUIT BISCUIT,180,139,SANDWICH,120,105,CHOCLATE CAKE,320,13
10-01-2024,1,4,8,NILOUFER TEA,150,90,SALT BISCUIT,140,148,VEG HALEEM,320,78,CHOCO CHIPS CAKES,320,20
10-01-2024,1,4,9,NILOUFER TEA,150,110,MELTING COOKIES,200,183,ONION SAMOSA,50,133,ALMONDS CAKE,230,19
10-01-2024,1,4,10,NILOUFER TEA,150,50,ALMOND STICKS,400,203,FRENCHFRIES,250,61,BLUEBERRY CAKE,480,19
10-01-2024,1,4,11,NILOUFER TEA,150,122,MULTIGRAIN BISCUIT,210,242,CLASSIC PIZZA - S,100,96,RED VELVET PASTRY,111,30
10-01-2024,1,4,12,NILOUFER TEA,150,81,OATS BISCUIT,125,297,BURGER,165,96,BELGIUM CHOCLATE PASTRY,159,15
10-01-2024,1,4,13,NILOUFER TEA,150,93,RAGI BISCUIT,230,156,BUTTER CAKE,89,115,BLACK FOREST PASTRY,111,15
10-01-2024,1,4,14,NILOUFER TEA,150,103,COCONUT BISCUIT,150,196,BURGUR BUN,170,72,BRAZILIAN COFFEE PASTRY,159,27
10-01-2024,1,4,15,NILOUFER TEA,150,104,FRUIT PREMIUM,500,127,VEG ROLL,45,68,OPERA PASTRY,169.9,15
10-01-2024,1,4,16,NILOUFER TEA,150,115,PALMIERS,170,296,ALOO PARATHA,280,124,ENGLISH FRUIT CUSTURD,193,19
10-01-2024,1,4,17,NILOUFER TEA,150,103,CHOCOCHIP OSMANIA,165,158,PAV BAJI,69,121,PREMIUM BUTTERSCOCH,159,11
10-01-2024,1,4,18,NILOUFER TEA,150,68,PLAIN KHARI,175,181,VEG STICKS,220,61,EGGLESS BUTTERSCOCH,360,18
10-01-2024,1,4,19,NILOUFER TEA,150,125,DRY FRUIT PREMIUM,725,270,PANNER PIZZA,320,138,EGGLESS CHOCOCHIP CAKE,410,13
10-01-2024,1,4,20,NILOUFER TEA,150,98,CHOCO ROCKS,320,116,MUSHROOM WRAP,450,79,EGGLESS CHOCO TRUFFLE CAKE,520,20
10-01-2024,1,4,21,NILOUFER TEA,150,119,GHEE BUN,80,193,MASALA FRIES,250,115,EGGLESS RASMALAI CAKE,620,17
10-01-2024,1,4,22,NILOUFER TEA,150,98,DUM KA ROAT,600,239,SWEET CORN,20,99,TIRAMISU PASTRY,160.9,28
10-01-2024,1,4,23,NILOUFER TEA,150,110,ATTA BISCUIT,180,216,VADA PAV,180,85,SWISS ROCHER PASTRY,159,19
10-01-2024,1,4,24,NILOUFER TEA,150,90,GHEE ALMOND,220,112,POPCORN,25,69,CHEESE CAKE,480,12
11-01-2024,1,5,1,NILOUFER TEA,150,78,OSMANIA CLASSIC,60,296,VEG PUFF,59,67,VANILLA CAKE,169,29
11-01-2024,1,5,2,NILOUFER TEA,150,95,OSMANIA PREMIUM,450,300,PANEER PUFF,69,79,BUTTERSCOCH CAKE,159,12
11-01-2024,1,5,3,NILOUFER TEA,150,87,BUTTER ALMOND,140,173,EGG PUFF,70,108,DRY FRUITS CAKE,220,13
11-01-2024,1,5,4,NILOUFER TEA,150,87,DRY FRUIT,140,189,ALOO SAMOSA,45,134,STRAWBERRY CAKE,250,28
11-01-2024,1,5,5,NILOUFER TEA,150,77,CHOCOCHIP,100,109,MASKA BUN,100,62,PINEAPPLE CAKE,111,29
11-01-2024,1,5,6,NILOUFER TEA,150,123,DOUBLE CHOCOCHIP,120,149,MALAI BUN,180,74,RASMALAI CAKE,250,11
11-01-2024,1,5,7,NILOUFER TEA,150,73,FRUIT BISCUIT,180,167,SANDWICH,120,97,CHOCLATE CAKE,320,27
11-01-2024,1,5,8,NILOUFER TEA,150,75,SALT BISCUIT,140,300,VEG HALEEM,320,98,CHOCO CHIPS CAKES,320,20
11-01-2024,1,5,9,NILOUFER TEA,150,112,MELTING COOKIES,200,228,ONION SAMOSA,50,88,ALMONDS CAKE,230,27
11-01-2024,1,5,10,NILOUFER TEA,150,83,ALMOND STICKS,400,189,FRENCHFRIES,250,76,BLUEBERRY CAKE,480,13
11-01-2024,1,5,11,NILOUFER TEA,150,110,MULTIGRAIN BISCUIT,210,117,CLASSIC PIZZA - S,100,85,RED VELVET PASTRY,111,19
11-01-2024,1,5,12,NILOUFER TEA,150,67,OATS BISCUIT,125,288,BURGER,165,69,BELGIUM CHOCLATE PASTRY,159,30
11-01-2024,1,5,13,NILOUFER TEA,150,78,RAGI BISCUIT,230,244,BUTTER CAKE,89,138,BLACK FOREST PASTRY,111,16
11-01-2024,1,5,14,NILOUFER TEA,150,88,COCONUT BISCUIT,150,152,BURGUR BUN,170,114,BRAZILIAN COFFEE PASTRY,159,14
11-01-2024,1,5,15,NILOUFER TEA,150,76,FRUIT PREMIUM,500,221,VEG ROLL,45,64,OPERA PASTRY,169.9,27
11-01-2024,1,5,16,NILOUFER TEA,150,92,PALMIERS,170,149,ALOO PARATHA,280,148,ENGLISH FRUIT CUSTURD,193,11
11-01-2024,1,5,17,NILOUFER TEA,150,87,CHOCOCHIP OSMANIA,165,163,PAV BAJI,69,109,PREMIUM BUTTERSCOCH,159,18
11-01-2024,1,5,18,NILOUFER TEA,150,81,PLAIN KHARI,175,289,VEG STICKS,220,91,EGGLESS BUTTERSCOCH,360,14
11-01-2024,1,5,19,NILOUFER TEA,150,75,DRY FRUIT PREMIUM,725,170,PANNER PIZZA,320,75,EGGLESS CHOCOCHIP CAKE,410,11
11-01-2024,1,5,20,NILOUFER TEA,150,110,CHOCO ROCKS,320,163,MUSHROOM WRAP,450,76,EGGLESS CHOCO TRUFFLE CAKE,520,27
11-01-2024,1,5,21,NILOUFER TEA,150,129,GHEE BUN,80,258,MASALA FRIES,250,115,EGGLESS RASMALAI CAKE,620,27
11-01-2024,1,5,22,NILOUFER TEA,150,85,DUM KA ROAT,600,251,SWEET CORN,20,148,TIRAMISU PASTRY,160.9,18
11-01-2024,1,5,23,NILOUFER TEA,150,61,ATTA BISCUIT,180,168,VADA PAV,180,84,SWISS ROCHER PASTRY,159,14
11-01-2024,1,5,24,NILOUFER TEA,150,58,GHEE ALMOND,220,295,POPCORN,25,61,CHEESE CAKE,480,26
12-01-2024,1,6,1,NILOUFER TEA,150,72,OSMANIA CLASSIC,60,124,VEG PUFF,59,98,VANILLA CAKE,169,23
12-01-2024,1,6,2,NILOUFER TEA,150,82,OSMANIA PREMIUM,450,164,PANEER PUFF,69,60,BUTTERSCOCH CAKE,159,30
12-01-2024,1,6,3,NILOUFER TEA,150,95,BUTTER ALMOND,140,254,EGG PUFF,70,106,DRY FRUITS CAKE,220,22
12-01-2024,1,6,4,NILOUFER TEA,150,105,DRY FRUIT,140,194,ALOO SAMOSA,45,83,STRAWBERRY CAKE,250,16
12-01-2024,1,6,5,NILOUFER TEA,150,59,CHOCOCHIP,100,199,MASKA BUN,100,137,PINEAPPLE CAKE,111,10
12-01-2024,1,6,6,NILOUFER TEA,150,75,DOUBLE CHOCOCHIP,120,147,MALAI BUN,180,116,RASMALAI CAKE,250,29
12-01-2024,1,6,7,NILOUFER TEA,150,113,FRUIT BISCUIT,180,110,SANDWICH,120,147,CHOCLATE CAKE,320,20
12-01-2024,1,6,8,NILOUFER TEA,150,117,SALT BISCUIT,140,161,VEG HALEEM,320,147,CHOCO CHIPS CAKES,320,17
12-01-2024,1,6,9,NILOUFER TEA,150,51,MELTING COOKIES,200,246,ONION SAMOSA,50,135,ALMONDS CAKE,230,13
12-01-2024,1,6,10,NILOUFER TEA,150,54,ALMOND STICKS,400,175,FRENCHFRIES,250,140,BLUEBERRY CAKE,480,12
12-01-2024,1,6,11,NILOUFER TEA,150,73,MULTIGRAIN BISCUIT,210,284,CLASSIC PIZZA - S,100,73,RED VELVET PASTRY,111,16
12-01-2024,1,6,12,NILOUFER TEA,150,64,OATS BISCUIT,125,271,BURGER,165,108,BELGIUM CHOCLATE PASTRY,159,14
12-01-2024,1,6,13,NILOUFER TEA,150,84,RAGI BISCUIT,230,225,BUTTER CAKE,89,66,BLACK FOREST PASTRY,111,20
12-01-2024,1,6,14,NILOUFER TEA,150,130,COCONUT BISCUIT,150,208,BURGUR BUN,170,65,BRAZILIAN COFFEE PASTRY,159,24
12-01-2024,1,6,15,NILOUFER TEA,150,108,FRUIT PREMIUM,500,211,VEG ROLL,45,78,OPERA PASTRY,169.9,11
12-01-2024,1,6,16,NILOUFER TEA,150,55,PALMIERS,170,227,ALOO PARATHA,280,146,ENGLISH FRUIT CUSTURD,193,15
12-01-2024,1,6,17,NILOUFER TEA,150,91,CHOCOCHIP OSMANIA,165,270,PAV BAJI,69,91,PREMIUM BUTTERSCOCH,159,27
12-01-2024,1,6,18,NILOUFER TEA,150,99,PLAIN KHARI,175,300,VEG STICKS,220,139,EGGLESS BUTTERSCOCH,360,17
12-01-2024,1,6,19,NILOUFER TEA,150,121,DRY FRUIT PREMIUM,725,229,PANNER PIZZA,320,101,EGGLESS CHOCOCHIP CAKE,410,20
12-01-2024,1,6,20,NILOUFER TEA,150,87,CHOCO ROCKS,320,256,MUSHROOM WRAP,450,85,EGGLESS CHOCO TRUFFLE CAKE,520,29
12-01-2024,1,6,21,NILOUFER TEA,150,57,GHEE BUN,80,158,MASALA FRIES,250,69,EGGLESS RASMALAI CAKE,620,29
12-01-2024,1,6,22,NILOUFER TEA,150,125,DUM KA ROAT,600,112,SWEET CORN,20,130,TIRAMISU PASTRY,160.9,27
12-01-2024,1,6,23,NILOUFER TEA,150,91,ATTA BISCUIT,180,211,VADA PAV,180,108,SWISS ROCHER PASTRY,159,26
12-01-2024,1,6,24,NILOUFER TEA,150,71,GHEE ALMOND,220,218,POPCORN,25,114,CHEESE CAKE,480,29
13-01-2024,1,7,1,NILOUFER TEA,150,82,OSMANIA CLASSIC,60,215,VEG PUFF,59,137,VANILLA CAKE,169,28
13-01-2024,1,7,2,NILOUFER TEA,150,123,OSMANIA PREMIUM,450,174,PANEER PUFF,69,74,BUTTERSCOCH CAKE,159,14
13-01-2024,1,7,3,NILOUFER TEA,150,92,BUTTER ALMOND,140,278,EGG PUFF,70,120,DRY FRUITS CAKE,220,19
13-01-2024,1,7,4,NILOUFER TEA,150,54,DRY FRUIT,140,177,ALOO SAMOSA,45,131,STRAWBERRY CAKE,250,18
13-01-2024,1,7,5,NILOUFER TEA,150,112,CHOCOCHIP,100,273,MASKA BUN,100,146,PINEAPPLE CAKE,111,29
13-01-2024,1,7,6,NILOUFER TEA,150,82,DOUBLE CHOCOCHIP,120,259,MALAI BUN,180,148,RASMALAI CAKE,250,10
13-01-2024,1,7,7,NILOUFER TEA,150,116,FRUIT BISCUIT,180,104,SANDWICH,120,119,CHOCLATE CAKE,320,19
13-01-2024,1,7,8,NILOUFER TEA,150,74,SALT BISCUIT,140,256,VEG HALEEM,320,99,CHOCO CHIPS CAKES,320,23
13-01-2024,1,7,9,NILOUFER TEA,150,53,MELTING COOKIES,200,236,ONION SAMOSA,50,94,ALMONDS CAKE,230,24
13-01-2024,1,7,10,NILOUFER TEA,150,76,ALMOND STICKS,400,254,FRENCHFRIES,250,148,BLUEBERRY CAKE,480,24
13-01-2024,1,7,11,NILOUFER TEA,150,114,MULTIGRAIN BISCUIT,210,154,CLASSIC PIZZA - S,100,111,RED VELVET PASTRY,111,17
13-01-2024,1,7,12,NILOUFER TEA,150,60,OATS BISCUIT,125,176,BURGER,165,66,BELGIUM CHOCLATE PASTRY,159,25
13-01-2024,1,7,13,NILOUFER TEA,150,60,RAGI BISCUIT,230,148,BUTTER CAKE,89,71,BLACK FOREST PASTRY,111,29
13-01-2024,1,7,14,NILOUFER TEA,150,91,COCONUT BISCUIT,150,271,BURGUR BUN,170,119,BRAZILIAN COFFEE PASTRY,159,13
13-01-2024,1,7,15,NILOUFER TEA,150,93,FRUIT PREMIUM,500,269,VEG ROLL,45,140,OPERA PASTRY,169.9,13
13-01-2024,1,7,16,NILOUFER TEA,150,65,PALMIERS,170,175,ALOO PARATHA,280,67,ENGLISH FRUIT CUSTURD,193,25
13-01-2024,1,7,17,NILOUFER TEA,150,58,CHOCOCHIP OSMANIA,165,152,PAV BAJI,69,72,PREMIUM BUTTERSCOCH,159,19
13-01-2024,1,7,18,NILOUFER TEA,150,85,PLAIN KHARI,175,248,VEG STICKS,220,95,EGGLESS BUTTERSCOCH,360,27
13-01-2024,1,7,19,NILOUFER TEA,150,79,DRY FRUIT PREMIUM,725,269,PANNER PIZZA,320,128,EGGLESS CHOCOCHIP CAKE,410,11
13-01-2024,1,7,20,NILOUFER TEA,150,95,CHOCO ROCKS,320,283,MUSHROOM WRAP,450,92,EGGLESS CHOCO TRUFFLE CAKE,520,15
13-01-2024,1,7,21,NILOUFER TEA,150,101,GHEE BUN,80,111,MASALA FRIES,250,106,EGGLESS RASMALAI CAKE,620,20
13-01-2024,1,7,22,NILOUFER TEA,150,69,DUM KA ROAT,600,168,SWEET CORN,20,119,TIRAMISU PASTRY,160.9,22
13-01-2024,1,7,23,NILOUFER TEA,150,93,ATTA BISCUIT,180,119,VADA PAV,180,105,SWISS ROCHER PASTRY,159,13
13-01-2024,1,7,24,NILOUFER TEA,150,127,GHEE ALMOND,220,134,POPCORN,25,96,CHEESE CAKE,480,29
14-01-2024,1,1,1,NILOUFER TEA,150,105,OSMANIA CLASSIC,60,184,VEG PUFF,59,79,VANILLA CAKE,169,29
14-01-2024,1,1,2,NILOUFER TEA,150,50,OSMANIA PREMIUM,450,248,PANEER PUFF,69,73,BUTTERSCOCH CAKE,159,28
14-01-2024,1,1,3,NILOUFER TEA,150,101,BUTTER ALMOND,140,243,EGG PUFF,70,127,DRY FRUITS CAKE,220,21
14-01-2024,1,1,4,NILOUFER TEA,150,86,DRY FRUIT,140,132,ALOO SAMOSA,45,128,STRAWBERRY CAKE,250,16
14-01-2024,1,1,5,NILOUFER TEA,150,122,CHOCOCHIP,100,201,MASKA BUN,100,106,PINEAPPLE CAKE,111,19
14-01-2024,1,1,6,NILOUFER TEA,150,121,DOUBLE CHOCOCHIP,120,253,MALAI BUN,180,123,RASMALAI CAKE,250,
14-01-2024,1,1,7,NILOUFER TEA,150,75,FRUIT BISCUIT,180,101,SANDWICH,120,120,CHOCLATE CAKE,320,16
14-01-2024,1,1,8,NILOUFER TEA,150,84,SALT BISCUIT,140,234,VEG HALEEM,320,64,CHOCO CHIPS CAKES,320,30
14-01-2024,1,1,9,NILOUFER TEA,150,72,MELTING COOKIES,200,252,ONION SAMOSA,50,111,ALMONDS CAKE,230,20
14-01-2024,1,1,10,NILOUFER TEA,150,99,ALMOND STICKS,400,189,FRENCHFRIES,250,91,BLUEBERRY CAKE,480,15
14-01-2024,1,1,11,NILOUFER TEA,150,111,MULTIGRAIN BISCUIT,210,197,CLASSIC PIZZA - S,100,135,RED VELVET PASTRY,111,10
14-01-2024,1,1,12,NILOUFER TEA,150,82,OATS BISCUIT,125,202,BURGER,165,112,BELGIUM CHOCLATE PASTRY,159,25
14-01-2024,1,1,13,NILOUFER TEA,150,85,RAGI BISCUIT,230,261,BUTTER CAKE,89,68,BLACK FOREST PASTRY,111,11
14-01-2024,1,1,14,NILOUFER TEA,150,99,COCONUT BISCUIT,150,186,BURGUR BUN,170,95,BRAZILIAN COFFEE PASTRY,159,29
14-01-2024,1,1,15,NILOUFER TEA,150,118,FRUIT PREMIUM,500,185,VEG ROLL,45,114,OPERA PASTRY,169.9,21
14-01-2024,1,1,16,NILOUFER TEA,150,82,PALMIERS,170,168,ALOO PARATHA,280,76,ENGLISH FRUIT CUSTURD,193,12
14-01-2024,1,1,17,NILOUFER TEA,150,101,CHOCOCHIP OSMANIA,165,277,PAV BAJI,69,64,PREMIUM BUTTERSCOCH,159,16
14-01-2024,1,1,18,NILOUFER TEA,150,115,PLAIN KHARI,175,167,VEG STICKS,220,101,EGGLESS BUTTERSCOCH,360,11
14-01-2024,1,1,19,NILOUFER TEA,150,63,DRY FRUIT PREMIUM,725,237,PANNER PIZZA,320,103,EGGLESS CHOCOCHIP CAKE,410,16
14-01-2024,1,1,20,NILOUFER TEA,150,105,CHOCO ROCKS,320,175,MUSHROOM WRAP,450,103,EGGLESS CHOCO TRUFFLE CAKE,520,27
14-01-2024,1,1,21,NILOUFER TEA,150,112,GHEE BUN,80,219,MASALA FRIES,250,124,EGGLESS RASMALAI CAKE,620,28
14-01-2024,1,1,22,NILOUFER TEA,150,130,DUM KA ROAT,600,179,SWEET CORN,20,127,TIRAMISU PASTRY,160.9,11
14-01-2024,1,1,23,NILOUFER TEA,150,59,ATTA BISCUIT,180,162,VADA PAV,180,87,SWISS ROCHER PASTRY,159,23
14-01-2024,1,1,24,NILOUFER TEA,150,98,GHEE ALMOND,220,128,POPCORN,25,85,CHEESE CAKE,480,22
15-01-2024,1,2,1,NILOUFER TEA,150,97,OSMANIA CLASSIC,60,158,VEG PUFF,59,141,VANILLA CAKE,169,21
15-01-2024,1,2,2,NILOUFER TEA,150,114,OSMANIA PREMIUM,450,159,PANEER PUFF,69,61,BUTTERSCOCH CAKE,159,12
15-01-2024,1,2,3,NILOUFER TEA,150,92,BUTTER ALMOND,140,230,EGG PUFF,70,109,DRY FRUITS CAKE,220,19
15-01-2024,1,2,4,NILOUFER TEA,150,130,DRY FRUIT,140,110,ALOO SAMOSA,45,64,STRAWBERRY CAKE,250,27
15-01-2024,1,2,5,NILOUFER TEA,150,66,CHOCOCHIP,100,245,MASKA BUN,100,105,PINEAPPLE CAKE,111,11
15-01-2024,1,2,6,NILOUFER TEA,150,101,DOUBLE CHOCOCHIP,120,295,MALAI BUN,180,141,RASMALAI CAKE,250,19
15-01-2024,1,2,7,NILOUFER TEA,150,64,FRUIT BISCUIT,180,240,SANDWICH,120,134,CHOCLATE CAKE,320,16
15-01-2024,1,2,8,NILOUFER TEA,150,125,SALT BISCUIT,140,268,VEG HALEEM,320,91,CHOCO CHIPS CAKES,320,19
15-01-2024,1,2,9,NILOUFER TEA,150,68,MELTING COOKIES,200,151,ONION SAMOSA,50,124,ALMONDS CAKE,230,12
15-01-2024,1,2,10,NILOUFER TEA,150,123,ALMOND STICKS,400,158,FRENCHFRIES,250,150,BLUEBERRY CAKE,480,12
15-01-2024,1,2,11,NILOUFER TEA,150,51,MULTIGRAIN BISCUIT,210,211,CLASSIC PIZZA - S,100,120,RED VELVET PASTRY,111,25
15-01-2024,1,2,12,NILOUFER TEA,150,109,OATS BISCUIT,125,139,BURGER,165,114,BELGIUM CHOCLATE PASTRY,159,29
15-01-2024,1,2,13,NILOUFER TEA,150,100,RAGI BISCUIT,230,136,BUTTER CAKE,89,66,BLACK FOREST PASTRY,111,15
15-01-2024,1,2,14,NILOUFER TEA,150,83,COCONUT BISCUIT,150,281,BURGUR BUN,170,131,BRAZILIAN COFFEE PASTRY,159,17
15-01-2024,1,2,15,NILOUFER TEA,150,121,FRUIT PREMIUM,500,101,VEG ROLL,45,60,OPERA PASTRY,169.9,21
15-01-2024,1,2,16,NILOUFER TEA,150,86,PALMIERS,170,265,ALOO PARATHA,280,137,ENGLISH FRUIT CUSTURD,193,24
15-01-2024,1,2,17,NILOUFER TEA,150,129,CHOCOCHIP OSMANIA,165,215,PAV BAJI,69,127,PREMIUM BUTTERSCOCH,159,14
15-01-2024,1,2,18,NILOUFER TEA,150,93,PLAIN KHARI,175,177,VEG STICKS,220,123,EGGLESS BUTTERSCOCH,360,22
15-01-2024,1,2,19,NILOUFER TEA,150,50,DRY FRUIT PREMIUM,725,197,PANNER PIZZA,320,116,EGGLESS CHOCOCHIP CAKE,410,11
15-01-2024,1,2,20,NILOUFER TEA,150,104,CHOCO ROCKS,320,249,MUSHROOM WRAP,450,113,EGGLESS CHOCO TRUFFLE CAKE,520,15
15-01-2024,1,2,21,NILOUFER TEA,150,78,GHEE BUN,80,144,MASALA FRIES,250,134,EGGLESS RASMALAI CAKE,620,21
15-01-2024,1,2,22,NILOUFER TEA,150,127,DUM KA ROAT,600,221,SWEET CORN,20,66,TIRAMISU PASTRY,160.9,22
15-01-2024,1,2,23,NILOUFER TEA,150,88,ATTA BISCUIT,180,242,VADA PAV,180,75,SWISS ROCHER PASTRY,159,22
15-01-2024,1,2,24,NILOUFER TEA,150,110,GHEE ALMOND,220,186,POPCORN,25,86,CHEESE CAKE,480,13
16-01-2024,1,3,1,NILOUFER TEA,150,109,OSMANIA CLASSIC,60,171,VEG PUFF,59,100,VANILLA CAKE,169,12
16-01-2024,1,3,2,NILOUFER TEA,150,52,OSMANIA PREMIUM,450,232,PANEER PUFF,69,105,BUTTERSCOCH CAKE,159,17
16-01-2024,1,3,3,NILOUFER TEA,150,110,BUTTER ALMOND,140,263,EGG PUFF,70,105,DRY FRUITS CAKE,220,10
16-01-2024,1,3,4,NILOUFER TEA,150,99,DRY FRUIT,140,176,ALOO SAMOSA,45,104,STRAWBERRY CAKE,250,28
16-01-2024,1,3,5,NILOUFER TEA,150,107,CHOCOCHIP,100,277,MASKA BUN,100,114,PINEAPPLE CAKE,111,18
16-01-2024,1,3,6,NILOUFER TEA,150,62,DOUBLE CHOCOCHIP,120,139,MALAI BUN,180,127,RASMALAI CAKE,250,25
16-01-2024,1,3,7,NILOUFER TEA,150,110,FRUIT BISCUIT,180,249,SANDWICH,120,69,CHOCLATE CAKE,320,23
16-01-2024,1,3,8,NILOUFER TEA,150,100,SALT BISCUIT,140,287,VEG HALEEM,320,79,CHOCO CHIPS CAKES,320,16
16-01-2024,1,3,9,NILOUFER TEA,150,106,MELTING COOKIES,200,133,ONION SAMOSA,50,79,ALMONDS CAKE,230,29
16-01-2024,1,3,10,NILOUFER TEA,150,129,ALMOND STICKS,400,258,FRENCHFRIES,250,75,BLUEBERRY CAKE,480,10
16-01-2024,1,3,11,NILOUFER TEA,150,102,MULTIGRAIN BISCUIT,210,155,CLASSIC PIZZA - S,100,150,RED VELVET PASTRY,111,13
16-01-2024,1,3,12,NILOUFER TEA,150,90,OATS BISCUIT,125,295,BURGER,165,87,BELGIUM CHOCLATE PASTRY,159,13
16-01-2024,1,3,13,NILOUFER TEA,150,122,RAGI BISCUIT,230,186,BUTTER CAKE,89,76,BLACK FOREST PASTRY,111,18
16-01-2024,1,3,14,NILOUFER TEA,150,52,COCONUT BISCUIT,150,129,BURGUR BUN,170,135,BRAZILIAN COFFEE PASTRY,159,12
